Suburb,Offence Level 1,Offence Level 2,Month,offence_count,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,avg_lag_3,std_lag_3,holiday_days,month
GLENELG EAST,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-11-01,5,3.0,2.0,3.0,2.0,5.0,2.0,5.0,2.0,6.0,3.0,5.0,4.0,2.6666666666666665,0.5773502691896257,0,11
GLENELG EAST,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-12-01,7,5.0,3.0,2.0,3.0,2.0,5.0,2.0,5.0,2.0,6.0,3.0,5.0,3.3333333333333335,1.5275252316519468,2,12
GLENELG EAST,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2023-09-01,2,1.0,2.0,2.0,2.0,3.0,1.0,5.0,3.0,4.0,6.0,1.0,1.0,1.6666666666666667,0.5773502691896257,0,9
GLENELG EAST,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2023-10-01,6,2.0,1.0,2.0,2.0,2.0,3.0,1.0,5.0,3.0,4.0,6.0,1.0,1.6666666666666667,0.5773502691896257,1,10
GLENELG EAST,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2023-11-01,1,6.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,5.0,3.0,4.0,6.0,3.0,2.6457513110645907,0,11
GLENELG EAST,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2023-12-01,4,1.0,6.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,5.0,3.0,4.0,3.0,2.6457513110645907,2,12
GLENELG EAST,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-01-01,3,4.0,1.0,6.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,5.0,3.0,3.6666666666666665,2.516611478423583,2,1
GLENELG EAST,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-02-01,4,3.0,4.0,1.0,6.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,5.0,2.6666666666666665,1.5275252316519468,0,2
GLENELG EAST,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-03-01,1,4.0,3.0,4.0,1.0,6.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.6666666666666665,0.5773502691896257,4,3
GLENELG EAST,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-05-01,2,1.0,4.0,3.0,4.0,1.0,6.0,2.0,1.0,2.0,2.0,2.0,3.0,2.6666666666666665,1.5275252316519468,0,5
GLENELG EAST,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-06-01,2,2.0,1.0,4.0,3.0,4.0,1.0,6.0,2.0,1.0,2.0,2.0,2.0,2.3333333333333335,1.5275252316519468,1,6
GLENELG EAST,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-07-01,1,2.0,2.0,1.0,4.0,3.0,4.0,1.0,6.0,2.0,1.0,2.0,2.0,1.6666666666666667,0.5773502691896257,0,7
GLENELG EAST,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-09-01,2,1.0,2.0,2.0,1.0,4.0,3.0,4.0,1.0,6.0,2.0,1.0,2.0,1.6666666666666667,0.5773502691896257,0,9
GLENELG EAST,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-10-01,2,2.0,1.0,2.0,2.0,1.0,4.0,3.0,4.0,1.0,6.0,2.0,1.0,1.6666666666666667,0.5773502691896257,1,10
GLENELG EAST,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-11-01,4,2.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,4.0,1.0,6.0,2.0,1.6666666666666667,0.5773502691896257,0,11
GLENELG EAST,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-12-01,2,4.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,4.0,1.0,6.0,2.6666666666666665,1.1547005383792515,2,12
GLENELG EAST,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-07-01,4,8.0,4.0,8.0,5.0,3.0,7.0,6.0,8.0,8.0,4.0,1.0,4.0,6.666666666666667,2.309401076758503,0,7
GLENELG EAST,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-08-01,8,4.0,8.0,4.0,8.0,5.0,3.0,7.0,6.0,8.0,8.0,4.0,1.0,5.333333333333333,2.309401076758503,0,8
GLENELG EAST,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-09-01,5,8.0,4.0,8.0,4.0,8.0,5.0,3.0,7.0,6.0,8.0,8.0,4.0,6.666666666666667,2.309401076758503,0,9
GLENELG EAST,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-10-01,5,5.0,8.0,4.0,8.0,4.0,8.0,5.0,3.0,7.0,6.0,8.0,8.0,5.666666666666667,2.0816659994661326,1,10
GLENELG EAST,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-11-01,7,5.0,5.0,8.0,4.0,8.0,4.0,8.0,5.0,3.0,7.0,6.0,8.0,6.0,1.7320508075688772,0,11
GLENELG EAST,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-12-01,4,7.0,5.0,5.0,8.0,4.0,8.0,4.0,8.0,5.0,3.0,7.0,6.0,5.666666666666667,1.1547005383792515,2,12
GLENELG EAST,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-01-01,4,4.0,7.0,5.0,5.0,8.0,4.0,8.0,4.0,8.0,5.0,3.0,7.0,5.333333333333333,1.5275252316519465,2,1
GLENELG EAST,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-02-01,4,4.0,4.0,7.0,5.0,5.0,8.0,4.0,8.0,4.0,8.0,5.0,3.0,5.0,1.7320508075688772,0,2
GLENELG EAST,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-03-01,6,4.0,4.0,4.0,7.0,5.0,5.0,8.0,4.0,8.0,4.0,8.0,5.0,4.0,0.0,4,3
GLENELG EAST,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-04-01,7,6.0,4.0,4.0,4.0,7.0,5.0,5.0,8.0,4.0,8.0,4.0,8.0,4.666666666666667,1.1547005383792515,2,4
GLENELG EAST,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-05-01,2,7.0,6.0,4.0,4.0,4.0,7.0,5.0,5.0,8.0,4.0,8.0,4.0,5.666666666666667,1.5275252316519468,0,5
GLENELG EAST,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-06-01,9,2.0,7.0,6.0,4.0,4.0,4.0,7.0,5.0,5.0,8.0,4.0,8.0,5.0,2.6457513110645907,1,6
GLENELG EAST,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-07-01,6,9.0,2.0,7.0,6.0,4.0,4.0,4.0,7.0,5.0,5.0,8.0,4.0,6.0,3.605551275463989,0,7
GLENELG EAST,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-09-01,6,6.0,9.0,2.0,7.0,6.0,4.0,4.0,4.0,7.0,5.0,5.0,8.0,5.666666666666667,3.5118845842842465,0,9
GLENELG EAST,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-10-01,5,6.0,6.0,9.0,2.0,7.0,6.0,4.0,4.0,4.0,7.0,5.0,5.0,7.0,1.7320508075688772,1,10
GLENELG EAST,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-11-01,10,5.0,6.0,6.0,9.0,2.0,7.0,6.0,4.0,4.0,4.0,7.0,5.0,5.666666666666667,0.5773502691896258,0,11
GLENELG EAST,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-12-01,8,10.0,5.0,6.0,6.0,9.0,2.0,7.0,6.0,4.0,4.0,4.0,7.0,7.0,2.6457513110645907,2,12
GLENELG EAST,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-09-01,1,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,1.3333333333333333,0.5773502691896257,0,9
GLENELG EAST,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-10-01,2,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.3333333333333333,0.5773502691896257,1,10
GLENELG EAST,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-11-01,3,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1.6666666666666667,0.5773502691896257,0,11
GLENELG EAST,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-12-01,3,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2,12
GLENELG EAST,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-01-01,2,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.6666666666666665,0.5773502691896257,2,1
GLENELG EAST,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-02-01,1,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.6666666666666665,0.5773502691896257,0,2
GLENELG EAST,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-03-01,1,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4,3
GLENELG EAST,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-04-01,3,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.3333333333333333,0.5773502691896257,2,4
GLENELG EAST,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-05-01,4,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.6666666666666667,1.1547005383792517,0,5
GLENELG EAST,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-06-01,1,4.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.6666666666666665,1.5275252316519468,1,6
GLENELG EAST,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-07-01,2,1.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.6666666666666665,1.5275252316519468,0,7
GLENELG EAST,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-09-01,2,2.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.3333333333333335,1.5275252316519468,0,9
GLENELG EAST,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-11-01,3,2.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.6666666666666667,0.5773502691896257,0,11
GLENELG EAST,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-12-01,3,3.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,2.3333333333333335,0.5773502691896257,2,12
GLENELG NORTH,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-06-01,1,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,3.0,1.6666666666666667,0.5773502691896257,1,6
GLENELG NORTH,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-07-01,1,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,1.3333333333333333,0.5773502691896257,0,7
GLENELG NORTH,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-08-01,1,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.3333333333333333,0.5773502691896257,0,8
GLENELG NORTH,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-09-01,2,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0,9
GLENELG NORTH,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-11-01,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.3333333333333333,0.5773502691896257,0,11
GLENELG NORTH,OFFENCES AGAINST PROPERTY,FRAUD DECEPTION AND RELATED OFFENCES,2024-12-01,1,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.6666666666666667,0.5773502691896257,2,12
GLENELG NORTH,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2023-07-01,3,1.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,2.0,0,7
GLENELG NORTH,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2023-08-01,3,3.0,1.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,0,8
GLENELG NORTH,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2023-09-01,9,3.0,3.0,1.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,2.3333333333333335,1.1547005383792515,0,9
GLENELG NORTH,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2023-10-01,2,9.0,3.0,3.0,1.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,3.4641016151377544,1,10
GLENELG NORTH,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2023-11-01,6,2.0,9.0,3.0,3.0,1.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,4.666666666666667,3.7859388972001824,0,11
GLENELG NORTH,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2023-12-01,5,6.0,2.0,9.0,3.0,3.0,1.0,5.0,3.0,4.0,3.0,4.0,4.0,5.666666666666667,3.5118845842842465,2,12
GLENELG NORTH,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-01-01,2,5.0,6.0,2.0,9.0,3.0,3.0,1.0,5.0,3.0,4.0,3.0,4.0,4.333333333333333,2.0816659994661326,2,1
GLENELG NORTH,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-02-01,5,2.0,5.0,6.0,2.0,9.0,3.0,3.0,1.0,5.0,3.0,4.0,3.0,4.333333333333333,2.0816659994661326,0,2
GLENELG NORTH,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-03-01,4,5.0,2.0,5.0,6.0,2.0,9.0,3.0,3.0,1.0,5.0,3.0,4.0,4.0,1.7320508075688772,4,3
GLENELG NORTH,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-04-01,6,4.0,5.0,2.0,5.0,6.0,2.0,9.0,3.0,3.0,1.0,5.0,3.0,3.6666666666666665,1.5275252316519468,2,4
GLENELG NORTH,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-05-01,6,6.0,4.0,5.0,2.0,5.0,6.0,2.0,9.0,3.0,3.0,1.0,5.0,5.0,1.0,0,5
GLENELG NORTH,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-06-01,7,6.0,6.0,4.0,5.0,2.0,5.0,6.0,2.0,9.0,3.0,3.0,1.0,5.333333333333333,1.1547005383792515,1,6
GLENELG NORTH,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-07-01,2,7.0,6.0,6.0,4.0,5.0,2.0,5.0,6.0,2.0,9.0,3.0,3.0,6.333333333333333,0.5773502691896258,0,7
GLENELG NORTH,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-08-01,2,2.0,7.0,6.0,6.0,4.0,5.0,2.0,5.0,6.0,2.0,9.0,3.0,5.0,2.6457513110645907,0,8
GLENELG NORTH,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-09-01,4,2.0,2.0,7.0,6.0,6.0,4.0,5.0,2.0,5.0,6.0,2.0,9.0,3.6666666666666665,2.886751345948129,0,9
GLENELG NORTH,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-10-01,6,4.0,2.0,2.0,7.0,6.0,6.0,4.0,5.0,2.0,5.0,6.0,2.0,2.6666666666666665,1.1547005383792515,1,10
GLENELG NORTH,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-11-01,5,6.0,4.0,2.0,2.0,7.0,6.0,6.0,4.0,5.0,2.0,5.0,6.0,4.0,2.0,0,11
GLENELG NORTH,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE AND ENVIRONMENTAL,2024-12-01,5,5.0,6.0,4.0,2.0,2.0,7.0,6.0,6.0,4.0,5.0,2.0,5.0,5.0,1.0,2,12
GLENELG NORTH,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2023-07-01,2,1.0,4.0,3.0,4.0,3.0,7.0,5.0,4.0,2.0,4.0,2.0,3.0,2.6666666666666665,1.5275252316519468,0,7
GLENELG NORTH,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2023-09-01,6,2.0,1.0,4.0,3.0,4.0,3.0,7.0,5.0,4.0,2.0,4.0,2.0,2.3333333333333335,1.5275252316519468,0,9
GLENELG NORTH,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2023-10-01,3,6.0,2.0,1.0,4.0,3.0,4.0,3.0,7.0,5.0,4.0,2.0,4.0,3.0,2.6457513110645907,1,10
GLENELG NORTH,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2023-12-01,3,3.0,6.0,2.0,1.0,4.0,3.0,4.0,3.0,7.0,5.0,4.0,2.0,3.6666666666666665,2.0816659994661326,2,12
GLENELG NORTH,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-01-01,1,3.0,3.0,6.0,2.0,1.0,4.0,3.0,4.0,3.0,7.0,5.0,4.0,4.0,1.7320508075688772,2,1
GLENELG NORTH,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-02-01,4,1.0,3.0,3.0,6.0,2.0,1.0,4.0,3.0,4.0,3.0,7.0,5.0,2.3333333333333335,1.1547005383792515,0,2
GLENELG NORTH,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-05-01,3,4.0,1.0,3.0,3.0,6.0,2.0,1.0,4.0,3.0,4.0,3.0,7.0,2.6666666666666665,1.5275252316519468,0,5
GLENELG NORTH,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-06-01,7,3.0,4.0,1.0,3.0,3.0,6.0,2.0,1.0,4.0,3.0,4.0,3.0,2.6666666666666665,1.5275252316519468,1,6
GLENELG NORTH,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-07-01,6,7.0,3.0,4.0,1.0,3.0,3.0,6.0,2.0,1.0,4.0,3.0,4.0,4.666666666666667,2.0816659994661326,0,7
GLENELG NORTH,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-08-01,5,6.0,7.0,3.0,4.0,1.0,3.0,3.0,6.0,2.0,1.0,4.0,3.0,5.333333333333333,2.0816659994661326,0,8
GLENELG NORTH,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-09-01,3,5.0,6.0,7.0,3.0,4.0,1.0,3.0,3.0,6.0,2.0,1.0,4.0,6.0,1.0,0,9
GLENELG NORTH,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-10-01,7,3.0,5.0,6.0,7.0,3.0,4.0,1.0,3.0,3.0,6.0,2.0,1.0,4.666666666666667,1.5275252316519465,1,10
GLENELG NORTH,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-11-01,6,7.0,3.0,5.0,6.0,7.0,3.0,4.0,1.0,3.0,3.0,6.0,2.0,5.0,2.0,0,11
GLENELG NORTH,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,2024-12-01,4,6.0,7.0,3.0,5.0,6.0,7.0,3.0,4.0,1.0,3.0,3.0,6.0,5.333333333333333,2.0816659994661326,2,12
GLENELG NORTH,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-07-01,8,5.0,11.0,7.0,6.0,15.0,10.0,13.0,16.0,20.0,12.0,10.0,6.0,7.666666666666667,3.0550504633038935,0,7
GLENELG NORTH,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-08-01,8,8.0,5.0,11.0,7.0,6.0,15.0,10.0,13.0,16.0,20.0,12.0,10.0,8.0,3.0,0,8
GLENELG NORTH,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-09-01,15,8.0,8.0,5.0,11.0,7.0,6.0,15.0,10.0,13.0,16.0,20.0,12.0,7.0,1.7320508075688772,0,9
GLENELG NORTH,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-10-01,7,15.0,8.0,8.0,5.0,11.0,7.0,6.0,15.0,10.0,13.0,16.0,20.0,10.333333333333334,4.041451884327381,1,10
GLENELG NORTH,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-11-01,9,7.0,15.0,8.0,8.0,5.0,11.0,7.0,6.0,15.0,10.0,13.0,16.0,10.0,4.358898943540674,0,11
GLENELG NORTH,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2023-12-01,10,9.0,7.0,15.0,8.0,8.0,5.0,11.0,7.0,6.0,15.0,10.0,13.0,10.333333333333334,4.163331998932265,2,12
GLENELG NORTH,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-01-01,29,10.0,9.0,7.0,15.0,8.0,8.0,5.0,11.0,7.0,6.0,15.0,10.0,8.666666666666666,1.5275252316519468,2,1
GLENELG NORTH,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-02-01,12,29.0,10.0,9.0,7.0,15.0,8.0,8.0,5.0,11.0,7.0,6.0,15.0,16.0,11.269427669584644,0,2
GLENELG NORTH,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-03-01,15,12.0,29.0,10.0,9.0,7.0,15.0,8.0,8.0,5.0,11.0,7.0,6.0,17.0,10.44030650891055,4,3
GLENELG NORTH,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-04-01,17,15.0,12.0,29.0,10.0,9.0,7.0,15.0,8.0,8.0,5.0,11.0,7.0,18.666666666666668,9.073771725877465,2,4
GLENELG NORTH,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-05-01,19,17.0,15.0,12.0,29.0,10.0,9.0,7.0,15.0,8.0,8.0,5.0,11.0,14.666666666666666,2.516611478423583,0,5
GLENELG NORTH,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-06-01,13,19.0,17.0,15.0,12.0,29.0,10.0,9.0,7.0,15.0,8.0,8.0,5.0,17.0,2.0,1,6
GLENELG NORTH,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-07-01,15,13.0,19.0,17.0,15.0,12.0,29.0,10.0,9.0,7.0,15.0,8.0,8.0,16.333333333333332,3.0550504633038935,0,7
GLENELG NORTH,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-08-01,15,15.0,13.0,19.0,17.0,15.0,12.0,29.0,10.0,9.0,7.0,15.0,8.0,15.666666666666666,3.0550504633038935,0,8
GLENELG NORTH,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-09-01,13,15.0,15.0,13.0,19.0,17.0,15.0,12.0,29.0,10.0,9.0,7.0,15.0,14.333333333333334,1.1547005383792515,0,9
GLENELG NORTH,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-10-01,9,13.0,15.0,15.0,13.0,19.0,17.0,15.0,12.0,29.0,10.0,9.0,7.0,14.333333333333334,1.1547005383792517,1,10
GLENELG NORTH,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-11-01,15,9.0,13.0,15.0,15.0,13.0,19.0,17.0,15.0,12.0,29.0,10.0,9.0,12.333333333333334,3.055050463303893,0,11
GLENELG NORTH,OFFENCES AGAINST PROPERTY,THEFT AND RELATED OFFENCES,2024-12-01,17,15.0,9.0,13.0,15.0,15.0,13.0,19.0,17.0,15.0,12.0,29.0,10.0,12.333333333333334,3.055050463303893,2,12
GLENELG NORTH,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-07-01,4,5.0,5.0,2.0,3.0,3.0,8.0,7.0,6.0,4.0,3.0,11.0,2.0,4.0,1.7320508075688772,0,7
GLENELG NORTH,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-08-01,3,4.0,5.0,5.0,2.0,3.0,3.0,8.0,7.0,6.0,4.0,3.0,11.0,4.666666666666667,0.5773502691896258,0,8
GLENELG NORTH,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-09-01,5,3.0,4.0,5.0,5.0,2.0,3.0,3.0,8.0,7.0,6.0,4.0,3.0,4.0,1.0,0,9
GLENELG NORTH,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-10-01,4,5.0,3.0,4.0,5.0,5.0,2.0,3.0,3.0,8.0,7.0,6.0,4.0,4.0,1.0,1,10
GLENELG NORTH,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-11-01,3,4.0,5.0,3.0,4.0,5.0,5.0,2.0,3.0,3.0,8.0,7.0,6.0,4.0,1.0,0,11
GLENELG NORTH,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2023-12-01,3,3.0,4.0,5.0,3.0,4.0,5.0,5.0,2.0,3.0,3.0,8.0,7.0,4.0,1.0,2,12
GLENELG NORTH,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-01-01,3,3.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,2.0,3.0,3.0,8.0,3.3333333333333335,0.5773502691896257,2,1
GLENELG NORTH,OFFENCES AGAINST THE PERSON,ACTS INTENDED TO CAUSE INJURY,2024-02-01,3,3.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,0.0,0,2
